GUID,Title,Abstract,status,"file url","Download count",URL,"Preprint DOI","Publisher DOI","Date created","Date modified"
s9kj4,"A Software Method For Mitigating Single Qubit Errors On Superconducting Quantum Devices","Quantum error correction schemes have gained a lot of attention in recent years. This is due to the emergence of small scale quantum devices that make use of superconducting qubits. However these devices are noisy and prone to quantum decoherence and thus errors. Along with quantum error correction there has been a push for new schemes in quantum error mitigation that take a more passive approach in eliminating readout errors. In this research we introduce a software method for quantum error mitigation that maps virtual qubits in a circuit to physical qubits with the least error. The method developed was tested on 9 IBM quantum devices. Results in the study have shown the method can reduce readout errors by up to 35.52%.",1,https://api.osf.io/v2/files/5ef26cdd6598280250cf1432/,83,https://engrxiv.org/s9kj4/,10.31224/osf.io/s9kj4,,2020-06-24T14:16:17.189138,2020-06-24T14:16:45.823074
3sdfa,"Complex Deep Learning Models for Denoising of Human Heart ECG signals","Effective and powerful methods for denoising real electrocardiogram (ECG) signals are important for wearable sensors and devices. Deep Learning (DL) models have been used extensively in image processing and other domains with great success but only very recently have been used in processing ECG signals. This paper presents several DL models namely Convolutional Neural Networks (CNNs), Long Short-Term Memory (LSTM), Restricted Boltzmann Machine (RBM) together with the more conventional filtering methods (low pass filtering, high pass filtering, Notch filtering) and the standard wavelet-based technique for denoising EEG signals.  These methods are trained, tested and evaluated on different synthetic and real ECG datasets taken from the MIT PhysioNet database and for different simulation conditions (i.e. various lengths of the ECG signals, single or multiple records). The results show the CNN model is a performant model that can be used for off-line denoising ECG applications where it is satisfactory to train on a clean part of an ECG signal from an ECG record, and then to test on the same ECG signal, which would have some high level of noise added to it.   However,  for real-time applications or near-real time applications, this task becomes more cumbersome, as the clean part of an ECG signal is very probable to be very limited in size. Therefore the solution put forth in this work is to train a CNN model on 1 second ECG noisy artificial multiple heartbeat data (i.e. ECG at effort), which was generated in a first instance based on few sequences of real signal heartbeat ECG data (i.e. ECG at rest).  Afterwards it would be possible to use the trained CNN model in real life situations to denoise the ECG signal. This corresponds also to reality, where usually the human is put at rest and the ECG is recorded and then the same human is asked to do some physical exercises and the ECG is recorded at effort. The quality of results is assessed visually but also by using the Root Mean Squared (RMS) and the Signal to Noise Ratio (SNR) measures. All CNN models used an NVIDIA TITAN V Graphical Processing Unit (GPU) with 12 GB RAM, which reduces drastically the computational times. Finally, as an element of novelty, the paper presents also a Design of Experiment (DoE) study which intends to determine the optimal structure of a CNN model, which type of study has not been seen in the literature before.",1,https://api.osf.io/v2/files/5ef1f03665982801fccf63a6/,29,https://engrxiv.org/3sdfa/,10.31224/osf.io/3sdfa,,2020-06-23T13:32:45.462982,2020-06-23T13:59:11.725022
u2wfh,"On copper removal from aquatic media using simultaneous and sequential iron-perlite composites","The use of reusable, affordable, and inert adsorbents as a means to mitigate copper pollution, with a lesser burden on the environment, has been attracting some attention. However, aiding the adsorption process of a promising adsorbent, such as expanded volcanic glass (perlite), with a reducing companion, such as solid iron, that can displace and dispose of copper from polluted water has never been tested before. In this laboratory study, we investigated the removal of Cu2+, resulting from contaminating freshwater with copper sulphate pentahydrate, using simultaneous or non-simultaneous (sequential) mixes of expanded perlite and iron coarse powder over 23 hours. The percentage of copper removed was calculated at 15 min, 40 min, 120 min, 300 min, and 1380 min using induced coupled plasma (ICP-OES). A rapid removal of 71% at 120 min was achieved when the perlite and iron were added simultaneously in separate permeable pouches; the application of the iron after the perlite led to 78% of removal at 1380 min that was almost identical to what was accrued via perlite alone (77%). This, therefore, suggests that the presence of iron is most advantageous in the short run as it leads to fast uptake of  Cu2+, attributable to the combined action of the reduction of  Cu2+ by iron and  Cu2+ adsorption by perlite. Further investigation in support of the results was carried out using Energy-Dispersive X-Ray Spectroscopy (EDAX), X-Ray Diffraction (XRD), Brunauer, Emmett and Teller (BET), and Fourier-Transform Infrared Spectroscopy (FTIR). The findings of this multidisciplinary work provide insights and mechanisms for heavy metal removal from water in a relatively short time using a novel time-specific combination of iron and perlite and thus merit wider testing across different classes of adsorbents, pollutants, and water systems.",1,https://api.osf.io/v2/files/5ef1ee3665982801ffcf78e2/,38,https://engrxiv.org/u2wfh/,10.31224/osf.io/u2wfh,,2020-06-24T14:15:35.015227,2020-06-24T14:16:02.048746
e8uph,"DESCRIBING STRESS CONCENTRATION FACTORS OF AN INTERNALLY PRESSURIZED CYLINDER WITH AN IMBEDDED HOLE BY NEW FORMULATION","The purpose of this paper is to investigate the stress concentration factor(SCF) for an internally
pressurized cylinder with hole and based on detailed three-dimensional elastic FE analysis, a new
comprehensive set of formulas for SCFs are proposed. These stress concentration factors are presented
and discussed as a function of the ratio of cylinder diameter to the thickness of cylinder and hole diameter.
The first ratio “D/100t” is equal to 1, 1.25, 1.5, 1.75, 2, 2.5, 2.75, 3, 3.25 and 3.5 and the second ratio
“D/10d”, cylinder internal diameter to the hole diameter, varies from 0.6, 0.9, 1.2, 1.5, 1.8, 2, 2.3, 2.7,3.1
and 3.5. Results are also presented for SCF of longitudinal, circumferential and Von Mises stresses.",1,https://api.osf.io/v2/files/5ef0f37965982801becf3f88/,28,https://engrxiv.org/e8uph/,10.31224/osf.io/e8uph,,2020-06-23T02:00:50.369400,2020-06-24T17:02:47.093931
ua3wp,"Cyber Security Challenges in Smart Grids","Research shows Cyber security challenges in Smart Grids",1,https://api.osf.io/v2/files/5ef0cab5145b1a01b15321d3/,91,https://engrxiv.org/ua3wp/,10.31224/osf.io/ua3wp,,2020-06-23T01:56:42.713962,2020-06-23T01:57:12.631606
r49a7,"Anisotropic and viscoelastic tensile mechanical properties of aponeurosis: Experimentation, modeling, and tissue microstructure","poneuroses are stiff sheath-like components of the muscle-tendon unit that play a vital role in force transmission and thus locomotion. There is clear importance of the aponeurosis in musculoskeletal function, but there have been relatively few studies of aponeurosis material properties to date. The goals of this work were to: 1) perform tensile stress-relaxation tests, 2) perform planar biaxial tests, 3) employ computational modeling to the data from 1 to 2, and 4) perform scanning electron microscopy to determine collagen fibril organization for aponeurosis tissue. Viscoelastic modeling and statistical analysis of stress-relaxation data showed that while relaxation rate differed statistically between strain levels (p = 0.044), functionally the relaxation behavior was nearly the same. Biaxial testing and associated modeling highlighted the nonlinear (toe region of ~2–3% strain) and anisotropic (longitudinal direction linear modulus ~50 MPa, transverse ~2.5 MPa) tensile mechanical behavior of aponeurosis tissue. Comparisons of various constitutive formulations showed that a transversely isotropic Ogden approach balanced strong fitting (goodness of fit 0.984) with a limited number of parameters (five), while damage modeling parameters were also provided. Scanning electron microscopy showed a composite structure of highly aligned, partially wavy collagen fibrils with more random collagen cables for aponeurosis microstructure. Future work to expand microstructural analysis and use these data to inform computational modeling would benefit this work and the field.",1,https://api.osf.io/v2/files/5eeb79ee76ebd80043cda364/,42,https://engrxiv.org/r49a7/,10.31224/osf.io/r49a7,10.1016/j.jmbbm.2020.103889,2020-06-18T22:15:39.556184,2020-06-18T22:16:02.117218
jvc9h,"Challenges and opportunities from increasing renewable generation in the Indian Power System: A way forward for Electricity (Amendment) Bill 2020","About 70% of India’s current energy mix comprises of coal, and the increase in generation from renewable (RE) sources is affecting the health of the power system. We investigated this effect through the lens of asset utilisation, cost and the social disruption caused by accelerating RE into the Indian Power System. Our analysis revealed that increasing RE generation is pushing the coal plants to operate in low-loading conditions, causing heightened wear and tear of the plant as they are not suitable for flexible operation. The novel analysis of social disruption due to market parity between RES and coal-based generation presented a holistic view of the political economy of Indian Power System. We found that transition from coal to RE may have extended socio-political ramifications that can potentially disrupt the national economy at an unprecedented scale. Policy implications outlined by our study for the draft Electricity (Amendment) Bill 2020 include scoping a socio-technical framework which supports just energy transition through better financial support mechanisms for flexible operation of coal plants. Focusing on clean-up over shut-down of coal plants and facilitating investments in battery storage technologies and cross-border electricity trade as RE and conventional fuel reach market parity.",1,https://api.osf.io/v2/files/5ee8d8475ff596004c3aecd2/,57,https://engrxiv.org/jvc9h/,10.31224/osf.io/jvc9h,,2020-06-17T20:52:00.335077,2020-06-17T20:52:35.930084
24cby,"Large Signal Analysis and architecture patterns in analog design.","Abstract:
Design patterns inspired from the field of architecture, have a strong presence in software engineering, with the leading contribution by the gang of four, circuit design lacks formal architectural definitions and design patterns, definitions, although, BEAM or MFA I design has a modular design structure with design patterns. In this paper we introduce a Tensor definition for architectural patterns, with a stability analysis of large signal behaviour, leading to definitions of associative memory, state diagrams and digital architectural paradigms in analog design. In future work, we design natural language like grammars to tensor representations in  a formal complexity theory of  Lie Computability and monotonic functions.
Keywords: design patterns, structural, functional, behavioural, architecture, analog design, design thinking, constructivism, BEAM robotics, gestalt.


What:
Structural and Functional architectural patterns in analog design, with small signal and large signal analysis in analog design, illustrated with Nv neuron architectures.
How:
Reconfigurable design blocks for op amps and BJT/FETs are explored with reconfigurable control buses, and complex impedances, a combination of capacitive, inductive and resistive elements, all amenable to low scale integrated design as FlexICs. With this modular core for use in reconfigurable BEAM robotics, as an illustration of the use of design patterns.",1,https://api.osf.io/v2/files/5ee83e715ff596001c3b14b3/,31,https://engrxiv.org/24cby/,10.31224/osf.io/24cby,,2020-06-16T13:53:39.473341,2020-06-16T13:54:02.371771
e3yru,"Neutron Irradiation of Alloy N and 316L Stainless Steel in Contact with a Molten Chloride Salt","Capsules containing NaCl-MgCl2 salt with 316L stainless steel or alloy N samples were irradiated in the Ohio State University Research Reactor for 21 non-consecutive hours. A custom irradiation vessel was designed for this purpose, and details on its design and construction are given. Stainless steel samples that were irradiated during exposure had less corrosive attack than samples exposed to the same conditions without irradiation. Alloy N samples showed no significant effect of irradiation. This work shows a method for conducting in-reactor irradiation-corrosion experiments in static molten salts, and presents preliminary data showing that neutron irradiation may decelerate corrosion of alloys in molten chloride salts.",1,https://api.osf.io/v2/files/5ee7c179af2627001d4f71a7/,100,https://engrxiv.org/e3yru/,10.31224/osf.io/e3yru,,2020-06-16T13:52:16.643355,2020-06-16T13:52:46.106385
dt8fs,"Human Trafficking Interdiction with Decision Dependent Success","This paper presents a bi-level network interdiction model to increase the effectiveness of attempting to disrupt a human trafficking network under a resource constrained environment. To model the behavior of the trafficker, we present a new interpretation of the traditional maximum flow network problem in which the arc capacity parameter serves as a proxy for the trafficker's desirability to travel along segments of the network. The objective for the anti-human trafficking stakeholder is to invest resources in detection and intervention efforts throughout the network in a manner that  minimizes the trafficker's expected maximum desirability of operating on the network.  Interdictions are binary, and their effects are stochastic (i.e., there is a positive probability that a disruption attempt is unsuccessful). A multi-stage version of the model is presented, which incorporates the effect of interdictions becoming more or less successful over time. Model insights are presented using a case study of the road network in the Eastern Development Region of Nepal. Multiple problem instances are solved with a genetic algorithm that uses a pseudo-utility ratio for the repair operation. Observations regarding the impact of probabilistic interdiction success and the implications it has for  optimal policies to disrupt a human trafficking network with limited resources are discussed.",1,https://api.osf.io/v2/files/5ee7a039c2f677001bad230d/,74,https://engrxiv.org/dt8fs/,10.31224/osf.io/dt8fs,,2020-06-17T20:51:07.085431,2020-06-17T20:51:27.348018
u5q3n,"The Cost of Undisturbed Landscapes","By 2030 Austria aims to meet 100 % of its electricity demand from domestic renewable sources,
predominantly from wind and solar energy. While wind power reduces CO2 emissions, it is also
connected to negative impacts at the local level. such as interference with landscape aesthetics.
Nevertheless, wind power comes at lower system integration cost than solar power, so that it
effectively reduces system cost. We quantify the opportunity cost of replacing wind turbines
with solar power, using the power system model medea. Our findings suggest that these cost of
undisturbed landscapes are considerable, particularly when PV is not entirely rolled out as utility
scale, open space installations. The opportunity cost is likely high enough to allow for significant
compensation of the ones affected by local wind turbine externalities.",1,https://api.osf.io/v2/files/5ee6fcab44eab500d7520ef3/,60,https://engrxiv.org/u5q3n/,10.31224/osf.io/u5q3n,,2020-06-15T14:20:44.125650,2020-07-01T07:23:22.207140
uvrwk,"BEAM or MFA I inspired Nv Neurons using op amps for line and line based polygon detection.","Abstract: Tensor network topologies for function, first class or MFA I as BEAM circuits are described within the framework of complexity theory using Lie Computability definitions. An example of the design of opamp based Nv Neurons for the perception of shape from line detection Nv neurons is described, with circuits that detect number of lines and concavity and closure of lines in a finite region of interest. The possible role of BEAM robotics in 3R’s is described in nature inspired intent transcription, in multi -functionality and functionality driven evolution and transcription. Keywords: BEAM, MFA I, MFA II, Lie Computability, op amp circuits, Nv Neurons, Two Port Systems, large signal analysis, feedback principles, solitons, neuro-modulation. 
 
What: Nv Neurons are built from opamp based circuits, for line detection using an array or grid of inexpensive photo detectors, using an opamp based positive feedback loop and negative feedback loops for synergy principles. 
 
Story: The author first worked on this problem in his undergraduate senior year, when his advisor advised a bottom-up approach to BEAM based machine vision, biomimetics in synthetic neurons from discrete components and opamps. The problem was to differentiate a simple polygonal shape from the background. How: A simple polygon is found in traffic sign posts , creating the need for a hard wired circuit to recognize an octahedral stop sign and several triangular signs. We use line decomposition with a circuitry to compose the lines into polyhedral shapes.​(Bheemaiah, n.d.) 
 Why: BEAM is functional art, and forms the predecessor to MFA II or completely multi functional architecture of a broad umbrella of value addition in multi functionality, functoid and HOF based algebraic frameworks for MaC based definitions of architecture and design in code.​(Autores and 
International Workshop on Higher-Order Algebra, Logic and Term Rewriting 1994; Kirchner and Wechler 1990; Dowek et al. 1996)",1,https://api.osf.io/v2/files/5ee6c00d36a16d00bee9ae86/,22,https://engrxiv.org/uvrwk/,10.31224/osf.io/uvrwk,,2020-06-17T20:49:32.145225,2020-06-17T20:50:00.975940
9c6ku,"BEAM or MFA I inspired Nv Neurons using SPI and a MCU for line and line based polygon detection.","Abstract:
A companion publication to an opamp based Nv neuron architecture paper, this publication explores the
use of inexpensive mouse optical sensors for shape recognition as polygons from line recognition
networks, in sensor and two motor fusion in a TOMU/WOMU circuit using the SPI bus and a master
-slave architecture. Lie Computability, is defined on discrete Tensor architectures, similar to computation
on fields, in future work, field computing is proven to have the same complexity as integer lattices,
though Lie Lattices embeddings in integer and complex lattices, proving MFA I and II architectures are
equivalent in complexity, in both analog and digital worlds.
Keywords: Tensor Flow, Tensor Architectures, Unsupervised Learning, Emergent A.I , procedural A.I,
MFA I and II architectures, neuromodulation, MCU, SoC , TOMU/WOMU, SPI bus.
What:
We consider inexpensive 18 by 18 matrix 64 gray levels SPI interface, based photodetector components
of optical mice. In this paper we consider the use of the SPI interface for the use of a master slave system
of interface of an MCU to the optic processor for creating of BEAM circuitry using inexpensive MCU
circuitry, such as the TOMU/WOMU.
How:
MFA I and MFA II architectures are fulfilled in both digital and analog circuitry, with a network
architecture defined by a tensor notation, as described in a companion paper.
Why:
A digital fulfilment of a tensor architecture is defined and compared to Lego Mindstorm based deep
learning and procedural algorithms for semantic segmentation and classification algorithms.",1,https://api.osf.io/v2/files/5ee6be6f36a16d00bee9ac4b/,19,https://engrxiv.org/9c6ku/,10.31224/osf.io/9c6ku,,2020-06-15T14:18:12.636296,2020-06-15T14:18:40.966281
bpwtq,"Model of Increasing Experiences Mathematics Learning with Group Method Project","Improving student learning experience is a very important thing. purpose research to develop a group project method model. This study uses the experimental method by testing the experimental class and comparing conventional based learning and learning using the group project method. The results of this study indicate that using this group project method can improve student learning outcomes and learning experiences.",1,https://api.osf.io/v2/files/5ee460d536a16d007de9762f/,37,https://engrxiv.org/bpwtq/,10.31224/osf.io/bpwtq,,2020-06-14T02:42:14.424144,2020-06-14T02:42:42.224327
fyqar,"Load Balancing for Sharded Blockchains","Sharding is an approach to designing a highly scalable blockchain. A sharded blockchain achieves parallelism by dividing consensus nodes (validators) into groups called shards and making them process different transactions in each shard. In this paper, we economically analyze users’ behavior on sharded blockchains and identify a phenomenon that users’ accounts and smart contracts eventually get concentrated in a few shards, making shard loads unfair. This phenomenon leads to bad user experiences, such as delays in transaction inclusions and increased transaction fees. To solve the above problem, we propose a load balancing  ramework in sharded blockchains in which accounts and contracts are frequently reassigned into shards to reduce the difference of loads between shards. We formulate the contract reassignment as an optimization problem and present the algorithm to solve it. Further, we apply the framework to an existing sharding design (Ethereum 2.0) and modify the protocol to do load balancing. Finally, we simulate the protocol and observe smaller transaction delays and fees.",1,https://api.osf.io/v2/files/5ee44b8036a16d007ee97749/,49,https://engrxiv.org/fyqar/,10.31224/osf.io/fyqar,,2020-06-14T02:39:42.531884,2020-06-14T02:40:19.415900
ms937,"Ti6Al4V Hybrid Structure Mechanical Properties – Wrought and Additive Manufactured Powder-Bed Material","The implementation of additive manufacturing techniques in the production of mission critical structural components is challenged by its low throughput and limited build envelope. In recent years, hybrid production methods are emerging to bridge between the build volume and high throughput of conventional production methods and the design freedom enabled by additive manufacturing.  The repeatability of material properties and the quality of the interface between the additive manufactured and wrought material are crucial for the adoption of hybrid manufacturing techniques by the industry. Here, the tensile behavior and fracture toughness of a hybrid Ti6Al4V alloy are examined in detail. Ti6Al4V  pre-forms were built onto a wrought Ti6Al4V start-plate and extracted via milling. Compact tension and uniaxial tension specimens, extracted from the hybrid pre-forms demonstrated good fracture and properties with no preference for crack growth in neither the AM or wrought materials. Microstructural characterization revealed a sharp interface between the two materials with no evidence of a heat-affected zone. The hybrid manufacturing approach studied here expands the current limitations of large scale critical components with fine features and allow such structures to be produced with a higher thruput.",1,https://api.osf.io/v2/files/5ee2a59a44eab5000d52230a/,53,https://engrxiv.org/ms937/,10.31224/osf.io/ms937,,2020-06-16T13:50:14.295239,2020-06-16T13:50:49.217226
4v762,"Experimental and numerical study of the interaction between dynamically loaded cracks and pre-existing flaws in edge loaded PMMA specimens","Dynamic fracture tests are carried out for four groups of hole-containing edge loaded specimens. The crack growth velocity, crack path, and dynamic toughness are extracted from the experiments using high-speed photography and digital image correlation.  The importance of the interaction between the in-coming stress wave and the pre-existing hole is revealed and analyzed. A micromechanical damage model is calibrated to the experimental data from two of the specimens' designs and evaluated for its predictive capabilities using the other experimental configurations. The studied model is shown to be in reasonable agreement with the experimental data, and its limits are discussed",1,https://api.osf.io/v2/files/5ee2a42936a16d000ee93a7c/,66,https://engrxiv.org/4v762/,10.31224/osf.io/4v762,,2020-06-16T13:48:54.769802,2020-06-16T13:49:33.289200
n53fx,"Modal Engineering for MEMS Devices: Application to Galvos and Scanners","Optical systems typically use galvanometers (aka galvos) and scanners. Galvos move optical elements such as mirrors, quasi-statically, from one static position to another, and an important figure of merit is their step-settle relaxation time. Scanners move in an oscillatory fashion, typically at the device resonant frequency. MEMS devices, which have many advantages and are often used in such optical systems, are typically high Q devices. Moving from one position to another for a galvo or one frequency/amplitude to another for scanners, can take many periods to settle following the ring down. During these transitions, the optical system is inactive and the time is not being efficiently used. In this article we show how a novel class of open loop control algorithms can be used to rapidly change position, frequency and amplitude, typically in well under the period of the device. We show how the MEMS designer can excite, with complete, high-speed control, a vibrational mode of the system. We call this modal engineering, the ability to control the modes of the system in a practical, fast way. This control of the modes is accomplished with open loop control algorithms.",1,https://api.osf.io/v2/files/5ee296bb44eab5000b521a6a/,64,https://engrxiv.org/n53fx/,10.31224/osf.io/n53fx,,2020-06-16T13:45:43.670152,2020-06-16T13:46:16.799243
fehwk,"A Chip-Scale, Low Cost PVD System","Standard physical vapor deposition systems are large, expensive, and slow. As part of an on-going effort to build a fab-on-a-chip, we have developed a chip-scale, low cost, fast physical vapor deposition system consisting of two MEMS devices: a chip-scale thermal evaporator and a mass sensor that serves as a ﬁlm thickness monitor. Here, we demonstrate the functionality of both devices by depositing Pb thin-ﬁlms. The thermal evaporator was made by fabless manufacturing using the SOIMUMPs processs (MEMSCAP, inc). It turns on in 1.46s and reaches deposition rates as high as 7.2 ˚ As−1 with ∼1mm separation from the target. The mass sensor is a re-purposed quartz oscillator (JTX210) that is commercially available for less than one dollar. Its resolution was measured to be 2.65fg or 7.79E-5 monolayers of Pb.",1,https://api.osf.io/v2/files/5ee28d4044eab5000b520f01/,32,https://engrxiv.org/fehwk/,10.31224/osf.io/fehwk,,2020-06-12T17:15:44.567588,2020-06-12T17:16:25.475496
fhqd7,"Real-time measurement of tumour hypoxia using an implantable microfabricated oxygen sensor","Hypoxia commonly occurs within tumours and is a major cause of radiotherapy resistance. Clinical outcomes could be improved by locating and selectively increasing the dose delivered to hypoxic regions. Here we describe a miniature implantable sensor for real-time monitoring of tissue oxygenation that could enable this novel treatment approach to be implemented. The sensor uses a solid-state electrochemical cell that was microfabricated at wafer level on a silicon substrate, and includes an integrated reference electrode and electrolyte membrane. It gave a linear response to oxygen concentration, and was unaffected by sterilisation and irradiation, but showed susceptibility to biofouling. Oxygen selectivity was also evaluated against various clinically relevant electroactive compounds. We investigated its robustness and functionality under realistic clinical conditions using a sheep model of lung cancer. The sensor remained functional following CT-guided tumour implantation, and was sufficiently sensitive to track acute changes in oxygenation within tumour tissue.",1,https://api.osf.io/v2/files/5ee2523c42fefb00cc0d0277/,76,https://engrxiv.org/fhqd7/,10.31224/osf.io/fhqd7,,2020-06-12T17:13:23.602027,2020-06-12T17:14:07.266903
9n58h,"ANALYSIS OF LAY-UP OPTIMALITY CONDITIONS FOR BUCKLING OPTIMIZATION OF VAT (STEERED FIBER) COMPOSITE PLATES","The present paper is devoted to the theoretical explanation of the known numerical results of other authors on re-distributing the pre-buckling stresses to supported regions for improving the buckling behavior. The analysis of the lay-up optimality conditions (derived earlier) for buckling optimization of VAT composite plates is performed. The plates have a symmetric lay-up and loaded along their contour by the in-plane forces. The consideration employs the von Karman approach. The lay-up optimality conditions correspond to the maximization of a single-mode (lowest) buckling eigenvalue. The order of magnitude of the items of the conditions is assessed and compared.",1,https://api.osf.io/v2/files/5ee1d54042fefb00af0cb534/,30,https://engrxiv.org/9n58h/,10.31224/osf.io/9n58h,,2020-06-17T20:48:46.079725,2020-06-22T12:01:35.572384
f27d9,"Light-years apart: Energy usage by schools across the South African affluence divide","South Africa’s source of energy in buildings is electricity from a struggling state utility running mainly on coal. But despite the constraints and the high cost, energy usage remains mostly unchecked and poorly managed in schools, whose attention is focused on reducing inequality in educational outcomes. School energy usages have been well studied in many countries but remain largely unexplored in South Africa. We use smart electricity meters to analyse the energy requirements of 16 schools across the country’s polarised affluence spectrum. Comparing their usage with that of schools from other countries, we find that the affluent South African schools have energy densities of 13% as much as those in North America, compared to the poor schools with a mere 5%. We observe a large difference between the daily usage profiles of poor and affluent schools: poor schools used only 40% of the energy used by affluent schools. We ascribe this disparity to constrained infrastructure investment at the poor schools. We identified lighting as a major contributor to energy usage by schools, accounting for as much as 32% of the daily in-term usage by affluent schools and 21 to 65% by poor schools, compared to 14 to 25% in developed countries. Since most schools still use fluorescent lights, substantial savings can be achieved by replacing them with efficient LED lights.",1,https://api.osf.io/v2/files/5ee081293099210037a063ef/,69,https://engrxiv.org/f27d9/,10.31224/osf.io/f27d9,10.1016/j.erss.2020.101692,2020-06-11T13:16:43.785567,2020-07-30T04:13:50.930132
n7u95,"Toward Hybrid Teams: A Platform To Understand Human-Computer Collaboration During The Design of Complex Engineered Systems","Human-computer hybrid teams can meet challenges in designing complex engineered systems. However, the understanding of interaction in the hybrid teams is lacking. We review the literature and identify four key attributes to construct design research platforms that support multi-phase design, hybrid teams, multiple design scenarios, and data logging. Then, we introduce a platform for unmanned aerial vehicle (UAV) design embodying these attributes. With the platform, experiments can be conducted to study how designers and intelligent computational agents interact, support, and impact each other.",1,https://api.osf.io/v2/files/5ee01a6f42fefb000c0cea74/,60,https://engrxiv.org/n7u95/,10.31224/osf.io/n7u95,10.1017/dsd.2020.68,2020-06-17T19:55:48.250507,2020-06-17T20:08:02.716242
zhs53,"A reduced order computational model of a semi-active variable-stiffness foot prosthesis","INTRODUCTION: Passive energy storage and return (ESR) feet are the current performance standard in lower limb prostheses. A recently developed semi-active variable-stiffness foot (VSF) prosthesis balances the simplicity of a passive ESR device with the adaptability of a powered design. The purpose of this study was to model and simulate the ESR properties of the VSF prosthesis. METHODS: The ESR properties of the VSF were modeled as a lumped parameter overhung beam. The overhung length is variable, allowing the model to exhibit variable ESR stiffness. Foot-ground contact was modeled using sphere-to-plane contact models. Contact parameters were optimized to represent the geometry and dynamics of the VSF and its foam base. Static compression tests and gait were simulated. Simulation outcomes were compared to corresponding experimental data. RESULTS: Stiffness of the model matched that of the physical VSF (R2: 0.98, RMSE: 1.37 N/mm). Model-predicted resultant ground reaction force (GRFR) matched well under optimized parameter conditions (R2: 0.98, RMSE: 5.3% body weight,) and unoptimized parameter conditions (R2: 0.90, mean RMSE: 13% body weight). Anterior-posterior center of pressure matched well with R2 &gt; 0.94 and RMSE &lt; 9.5% foot length in all conditions. CONCLUSIONS: The ESR properties of the VSF were accurately simulated under benchtop testing and dynamic gait conditions. These methods may be useful for predicting GRFR arising from gait with novel prostheses. Such data are useful to optimize prosthesis design parameters on a user-specific basis.",1,https://api.osf.io/v2/files/5edfcc4c8b542601db8b5feb/,58,https://engrxiv.org/zhs53/,10.31224/osf.io/zhs53,,2020-06-09T20:35:54.341814,2020-06-09T20:36:22.086418
yfxsj,"Is large technological investment really a solution for a major shift to rail? A discussion based on a Mediterranean Freight Corridor Case-Study","The aim of this paper is to assess how the introduction of technological innovations into a capacity constrained rail corridor may increase its ability to capture market share from road transport. The Montpellier-Perpignan section, a bottle-neck in the Mediterranean corridor, is used as a case study for the effects of implementing new rolling stock that allows for freight trains up to 1500 m and a new ballastless track replacing existing one, resilient switched and crossings and monitoring systems that allow for a reduction in maintenance costs and closure times. The results of a cost-benefit analysis show positive net impacts, however the increases in capacity are only enough to maintain current market shares. Evidence suggests that a heavy investment in technology in existing lines is not the most effective way to increase rail market share.",1,https://api.osf.io/v2/files/5edfae9608aad3019b43be0a/,47,https://engrxiv.org/yfxsj/,10.31224/osf.io/yfxsj,,2020-06-09T16:53:34.588472,2020-06-09T17:10:08.435942
75qba,"FACE RECOGNITION SYSTEM BY IMAGE PROCESSING","A wide variety of systems require reliable person recognition schemes to either confirm or determine the identity of an individual requesting their services. The purpose of such schemes is to ensure that only a legitimate user and no one else access the rendered services. Examples of such applications include secure access to buildings, computer systems, laptops, cellular phones, and ATMs. Face can be used as Biometrics for person verification. Face is a complex multidimensional structure and needs a good computing techniques for recognition. We treats face recognition as a two-dimensional recognition problem. A well-known technique of Principal Component Analysis (PCA) is used for face recognition. Face images are projected onto a face space that encodes best variation among known face images. The face space is defined by Eigen face which are eigenvectors of the set of faces, which may not correspond to general facial features such as eyes, nose, lips. The system performs by projecting pre extracted face image onto a set of face space that represent significant variations among known face images. The variable reducing theory of PCA accounts for the smaller face space than the training set of face. A Multire solution features based pattern recognition system used for face recognition based on the combination of Radon and wavelet transforms. As the Radon transform is in-variant to rotation and a Wavelet Transform provides the multiple resolution. This technique is robust for face recognition. The technique computes Radon projections in different orientations and captures the directional features of face images. Further, the wavelet transform applied on Radon space provides multire solution features of the facial images. Being the line integral, Radon transform improves the low-frequency components that are useful in face recognition",1,https://api.osf.io/v2/files/5edf1c8b08aad3016443ea02/,26,https://engrxiv.org/75qba/,10.31224/osf.io/75qba,,2020-06-17T19:55:19.597952,2020-06-17T19:55:42.048229
65e93,"Leaning Lean: A Case of Reengineering in the Automotive Industry","The scope of this paper focuses on the improvement and reengineering of the die maintenance process for a leading automotive component supplier.",1,https://api.osf.io/v2/files/5edec80fc67d30014a1f21dc/,63,https://engrxiv.org/65e93/,10.31224/osf.io/65e93,,2020-06-09T16:52:22.152164,2020-07-08T17:55:13.389434
4esdw,"Estimation of Energy Performance of Buildings Using Machine Learning Tools","it is developed a machine learning framework to study the effect of eight input variables on two output variables, namely heating load (HL) and cooling load (CL), of residential buildings.",1,https://api.osf.io/v2/files/5edeb54ec67d3001491f0754/,49,https://engrxiv.org/4esdw/,10.31224/osf.io/4esdw,,2020-06-09T16:51:25.498090,2020-07-08T18:00:24.295850
